,ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,CODE_POST,ETAGE,NOM_CENTRE,NOM_ETAB_2023,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,SITEWEB,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,A_LOUER_CONTACT,A_LOUER_TELEPHONE,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
3833,{1cad677b-d38a-46aa-bdf0-004e94d77b03},HORS_SDC,Commerce rue,2023/06/19,109,avenue,,Viger,O,109 avenue Viger O,,H2Z1K6,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Ville-Marie,René-Lévesque,,Centre-Ville,Non,Non,Non,5040723.44,300107.08,45.50642527218772,-73.56005825844399
3865,{e8a8af2b-5d23-4872-a561-49b63295cf7f},HORS_SDC,Commerce rue,2023/06/19,997,boulevard,,Saint-Laurent,,997 boulevard Saint-Laurent ,,H2Z1J4,2e,,Uniprix Clinique,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.uniprix.com/fr/succursales/ta-tu-quan-montreal?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Non,Non,,,Ville-Marie,René-Lévesque,,Centre-Ville,Non,Oui,Non,5040905.39,300180.99,45.508063028173865,-73.55911412262029
3928,{475bf548-1620-42f9-928a-6864168a5b50},HORS_SDC,Commerce rue,2023/08/14,6603,chemin,de la,Côte-des-Neiges,,6603 chemin de la Côte-des-Neiges ,,H3S2B3,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,groupeproxim.ca,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Parc-Kent,,Centre-Ville,Non,Non,Non,5040322.34,294187.26,45.50275105900944,-73.63580727169175
4049,{a9aaef8b-17a9-4025-b15a-2023de198bcc},HORS_SDC,Commerce rue,2023/06/07,1390,rue,,Ontario,E,1390 rue Ontario E,,H2L1S1,RC,,Brunet,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042612.07,300050.04,45.52341954928675,-73.56080651793808
4075,{03b841d6-b0e8-4359-9215-8e14e95c9d0e},HORS_SDC,Commerce rue,2023/06/07,1580,rue,,De Champlain,,1580 rue De Champlain ,,H2L2S8,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042740.68,300119.85,45.52457730492534,-73.55991409688968
4191,{ed2e3f3b-2666-4cac-a75c-fab57385d7c1},HORS_SDC,Commerce rue,2023/06/07,2600,rue,,Ontario,E,2600 rue Ontario E,,H2K4K4,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Oui,Non,Non,5043785.66,300823.91,45.533984810994966,-73.5509096031459
4246,{e8c69a96-89de-4f98-8018-677d4664858f},HORS_SDC,Commerce rue,2023/06/07,2297,rue,,Ontario,E,2297 rue Ontario E,,H2K1V9,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043387.07,300475.2,45.53039606899296,-73.55537081486946
4281,{1324450f-a61a-47b3-b089-db3a9be7eb8f},HORS_SDC,Commerce rue,2023/06/07,1900,rue,,Sainte-Catherine,E,1900 rue Sainte-Catherine E,,H2K4A1,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.groupeproxim.ca/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042619.6,300793.26,45.52349197561658,-73.55129249436227
4297,{7248f026-f8cb-45c7-820b-c6eb65de061f},HORS_SDC,Commerce rue,2023/06/07,2005,rue,,Sainte-Catherine,E,2005 rue Sainte-Catherine E,,H2K2H6,RC,,Brunet,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.brunet.ca/localisateur-succursale/montreal-2005-rue-sainte-catherine-est-h2k-2h6/5119/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042723.6,300819.67,45.52442796002581,-73.55095525990687
4429,{2fb28732-2093-49ac-a3ce-acfb3a51ff9a},HORS_SDC,Commerce rue,2023/06/07,3495,rue,,Hochelaga,,3495 rue Hochelaga ,,H1W3C8,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/fr/pharmacies/jean-maurice-weibel-0bd89ee5-e8ee-44c0-8721-73f67d2caa9b?section=lab,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045138.63,300729.23,45.54615878828794,-73.55213309535904
4437,{57643ba5-fc87-4699-9ad2-4f500417f884},HORS_SDC,Commerce rue,2023/06/07,3981,rue,,Hochelaga,,3981 rue Hochelaga ,,H1W1K2,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.groupeproxim.ca/fr/quebec/montreal/adam-leung-et-ly-thanh-tran-7021700?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Rampe d'accès,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045732.02,300963.83,45.55149965445925,-73.54913338234833
4541,{8cb90363-c8fd-42f9-b473-bcb2c211cd3f},HORS_SDC,Commerce rue,2023/05/24,2937,rue,,Sherbrooke,E,2937 rue Sherbrooke E,,H1W1B2,RC,,Brunet,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,www.brunet.ca,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Petite-Côte,,Centre-Est,Non,Non,Non,5044601.98,300104.58,45.54132588608292,-73.56012742036161
4650,{5d8a018d-ef56-4096-891f-1ec63b9930fe},HORS_SDC,Commerce rue,2023/08/14,3425,rue,,Masson,,3425 rue Masson ,,H1X1R6,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,www.stores.pharmaprix.ca,Rampe d'accès,Non,,,Rosemont–La Petite-Patrie,Vieux-Rosemont,,Centre-Est,Non,Non,Non,5045852.76,299134.71,45.55257363634774,-73.57256130705534
4667,{d13dfd09-9509-4612-93bf-00a738132384},HORS_SDC,Commerce rue,2023/07/27,3815,rue,,Masson,,3815 rue Masson ,,H1X1S9,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Vieux-Rosemont,,Centre-Est,Non,Oui,Oui,5046263.46,299295.48,45.556270545530055,-73.57050682128369
4702,{28a4f063-c6ba-4dfc-94e3-90c04e7129c8},HORS_SDC,Commerce rue,2023/08/14,3998,rue,,Masson,,3998 rue Masson ,,H1X1T5,RC,,Proximed,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,www.groupeproxim.ca,Non,Non,,,Rosemont–La Petite-Patrie,Vieux-Rosemont,,Centre-Est,Non,Non,Non,5046466.05,299423.64,45.558094520581335,-73.56886749510691
4730,{47bd8b85-ea4d-4b37-99b8-05dd280a5456},HORS_SDC,Commerce rue,2023/08/14,2900,rue,,Bélanger,,2900 rue Bélanger ,,H1Y1A9,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/montreal-2980-rue-belanger-h1y-1a9/43/,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Étienne Desmarteaux,,Centre-Est,Non,Non,Non,5046089.1,297321.12,45.55468318748009,-73.59579297507568
4776,{aadfcea0-fc64-4290-83ff-ea3e7933cfbb},HORS_SDC,Commerce rue,2023/08/14,2505,boulevard,,Rosemont,,2505 boulevard Rosemont ,,H1Y1K5,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,www.jeancoutu.com,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Étienne Desmarteaux,,Centre-Est,Non,Non,Non,5045218.1,298055.67,45.54685313024553,-73.58637266478887
5035,{042f06a6-ba41-4728-b683-f0937550a379},HORS_SDC,Commerce rue,2023/08/14,2155,rue,,Beaubien,E,2155 rue Beaubien E,,H2G1M5,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,www.uniprix.com,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Louis-Hébert,,Centre-Est,Non,Non,Non,5045132.31,297426.63,45.54607478652384,-73.59442715804362
5074,{bf9dc226-0b71-4a1b-b26c-0f0e0d0e1120},HORS_SDC,Commerce rue,2023/08/14,2101,boulevard,,Rosemont,,2101 boulevard Rosemont ,,H2G1T3,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,www.groupeproxim.ca,Rampe d'accès,Non,,,Rosemont–La Petite-Patrie,Louis-Hébert,,Centre-Est,Non,Non,Non,5044820.53,297818.94,45.543273321950295,-73.5893986714376
5101,{278c5f46-8466-4c43-87b8-d3d83e920081},HORS_SDC,Commerce rue,2023/08/14,2368,boulevard,,Rosemont,,2368 boulevard Rosemont ,,H2G1V1,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www1.pharmaprix.ca/fr/store-locator/store/67/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,Non,Non,,,Rosemont–La Petite-Patrie,Louis-Hébert,,Centre-Est,Non,Non,Non,5045033.25,297997.16,45.54518921559247,-73.58711940237625
5185,{722ec6e8-51bb-4b5d-a4aa-784d8d0657eb},HORS_SDC,Commerce rue,2023/05/24,4689,avenue,,Papineau,,4689 avenue Papineau ,,H2H1V4,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,familiprix.com,Rampe d'accès,Non,,,Le Plateau-Mont-Royal,Lorimier,,Centre-Ville,Non,Non,Non,5043812.32,298815.99,45.53421035686159,-73.57661845766127
5236,{777615c9-5d5f-4442-91b5-4b94d8f74c0e},HORS_SDC,Commerce rue,2023/05/24,2759,chemin,de l',Est,,2759 chemin de l'Est ,,H2K1G9,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www1.pharmaprix.ca/fr/store-locator/store/1801/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,Rampe d'accès,Non,,,Le Plateau-Mont-Royal,Lorimier,,Centre-Ville,Non,Non,Non,5044324.65,300069.39,45.538830130548526,-73.56057535654178
5554,{54f82c3f-5105-46fa-aac7-90d3c86df34e},HORS_SDC,Commerce rue,2023/06/13,3865,rue,,Saint-Urbain,,3865 rue Saint-Urbain ,,H2W1V1,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/fr/pharmacies/jean-claude-lamarre-60575288-211f-472a-b8eb-944fc9d159e1?section=lab,Non,Non,,,Le Plateau-Mont-Royal,Saint-Louis,,Centre-Ville,Non,Non,Non,5041689.55,298684.87,45.51510770779607,-73.57827077280906
5629,{8c2d5254-ad38-453e-be0e-63b5b3e4b6ed},HORS_SDC,Commerce rue,2023/05/24,927,rue,,Rachel,E,927 rue Rachel E,,H2J2J2,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/fr/pharmacies/emilie-antoun-67b7d2ea-86d4-4e4b-aec7-538ecefb880c?section=lab,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Parc-Lafontaine,,Centre-Ville,Non,Non,Non,5042763.52,298884.75,45.52477344081501,-73.5757254158414
5861,{dcab4d70-93e8-495f-81ff-551e24ff4515},HORS_SDC,Commerce rue,2023/08/14,1351,avenue,,Laurier,E,1351 avenue Laurier E,,H2J3R2,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Rampe d'accès,Non,,,Le Plateau-Mont-Royal,Parc-Laurier,,Centre-Ville,Non,Non,Non,5043748.69,298246.86,45.53363267032051,-73.58390452467235
5960,{a7a42ea5-c981-41dc-a11a-11ac06079386},HORS_SDC,Commerce rue,2023/05/24,1700,boulevard,,Saint-Joseph,E,1700 boulevard Saint-Joseph E,,H2J1M9,Demi sous-sol,,Pharma Transac,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Le Plateau-Mont-Royal,Parc-Laurier,,Centre-Ville,Non,Non,Non,5043897.71,298599.74,45.5349768372661,-73.57938831967678
5999,{be231af8-72cc-459e-a145-23478844b737},HORS_SDC,Commerce rue,2023/08/14,5101,rue,,Saint-Denis,,5101 rue Saint-Denis ,,H2J2M1,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.uniprix.com/fr/succursales/gagnon-mariane-montreal,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Parc-Laurier,,Centre-Ville,Non,Non,Non,5043035.55,297804.66,45.52721126843463,-73.58955603718792
6272,{a8a4f40e-79d6-4f75-90e9-ea546d6667db},HORS_SDC,Commerce rue,2023/05/24,4898,avenue,du,Parc,,4898 avenue du Parc ,,H2V2N9,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.uniprix.com/fr/succursales/fadel-nadine-montreal?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042088.17,297441.18,45.5186826325116,-73.59419508707201
6349,{19a3c6cb-877c-4e8a-96ea-0fe12affbf14},HORS_SDC,Commerce rue,2023/05/24,85,rue,,Villeneuve,O,85 rue Villeneuve O,,H2T2W1,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042287.28,297736.04,45.52047735277164,-73.5904237240296
6490,{8e1b06eb-83b9-4ace-a6a4-fbd95e112e06},HORS_SDC,Commerce rue,2023/05/24,5201,avenue,du,Parc,,5201 avenue du Parc ,,H2V0A2,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042319.73,297160.74,45.52076328374805,-73.59778835168072
6614,{7701f91a-34ab-49e0-9de8-59c289a9d43f},HORS_SDC,Commerce rue,2023/05/24,5692,avenue,du,Parc,,5692 avenue du Parc ,,H2V4H1,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042573.39,296611.95,45.52303958483751,-73.6048174050305
6638,{87ad9f72-fa3e-4297-a7b8-dcd2a327484c},HORS_SDC,Commerce rue,2023/05/24,5655,avenue,du,Parc,,5655 avenue du Parc ,,H2V4H2,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042596.74,296689.68,45.52325060583779,-73.60382276451813
6753,{920ec59c-1bf9-4d9c-9c5c-4a50029f0469},HORS_SDC,Commerce rue,2023/05/24,5412,avenue,du,Parc,,5412 avenue du Parc ,,H2V4G7,RC,,LA PARAPHARMACIE,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,lapara.ca,Accès au niveau du sol,Non,,,Le Plateau-Mont-Royal,Mile End,,Centre-Ville,Non,Non,Non,5042403.19,296881.02,45.5215111679652,-73.6013702710244
6779,{719141f0-dd6f-4df3-b17d-c6ff42b7b127},HORS_SDC,Commerce rue,2023/06/27,7895,avenue,,Papineau,,7895 avenue Papineau ,,H2E2H4,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/fr/pharmacies/cb10d894-9415-4001-b1d6-74943a65775b,Rampe d'accès,Non,,,Villeray-Saint-Michel–Parc-Extension,Gabriel-Sagard,,Centre-Est,Non,Non,Non,5045800.36,295755.92,45.552066438062425,-73.61583510586493
6893,{e0fc7476-af8a-4b65-baba-b76adcb820c3},HORS_SDC,Commerce rue,2023/06/07,2135,rue,,Jean-Talon,E,2135 rue Jean-Talon E,,H2E1V4,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Gabriel-Sagard,,Centre-Est,Non,Non,Non,5045653.29,296605.65,45.55075356949248,-73.60494959469983
6943,{6c0940df-1ae3-44c8-953a-5e366ec23695},HORS_SDC,Commerce rue,2023/06/07,2500,rue,,Jean-Talon,E,2500 rue Jean-Talon E,,H2A1T7,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,familiprix.com,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Gabriel-Sagard,,Centre-Est,Non,Non,Non,5045978.26,296858.19,45.55368068574091,-73.60172049958491
7196,{094cdaa5-6b90-4084-a36c-cd26023585c5},HORS_SDC,Commerce rue,2023/05/09,928,rue,,Jean-Talon,O,928 rue Jean-Talon O,,H3N1S8,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Extension,,Centre-Est,Non,Non,Non,5042789.51,295035.12,45.5249640088654,-73.62500680878492
7273,{37b806e3-8c2d-4697-a871-b459836e6fa2},HORS_SDC,Commerce rue,2023/05/09,478,rue,,Jean-Talon,O,478 rue Jean-Talon O,,H3N1R3,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Rampe d'accès,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Extension,,Centre-Est,Non,Non,Non,5043193.15,295186.95,45.52859822281733,-73.62307107798723
7322,{c0221288-ccce-4262-bfa7-161ea3ff22b7},HORS_SDC,Commerce rue,2023/05/09,1005,rue,de,Liège,O,1005 rue de Liège O,,H3N1B9,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,uniprix.com,Rampe d'accès,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Extension,,Centre-Est,Non,Non,Non,5043345.66,293556.36,45.52994616467248,-73.64394990070363
7341,{86d9d87e-269a-413b-a9bb-553b5941f24a},HORS_SDC,Commerce rue,2023/05/09,665,rue,,Jarry,O,665 rue Jarry O,,H3N1G3,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,uniprix.com,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Extension,,Centre-Est,Non,Non,Non,5043465.72,294162.24,45.53103601967751,-73.63619565781326
7556,{e9418e5d-b090-4145-b1c8-cefbb39d8551},HORS_SDC,Commerce rue,2023/05/09,6910,rue,,Saint-Denis,,6910 rue Saint-Denis ,,H2S2S2,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www1.pharmaprix.ca/fr/store-locator/store/1860/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Saint-Édouard,,Centre-Est,Non,Non,Non,5044106.07,296062.81,45.53682454316739,-73.61187432088023
7633,{aac5d9f0-b3f6-4469-9bc7-df01862aa66e},HORS_SDC,Commerce rue,2023/05/09,161,rue,,Beaubien,E,161 rue Beaubien E,,H2S1R3,RC,,Pharmacie Sébastien Lacroix ,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Rosemont–La Petite-Patrie,Saint-Édouard,,Centre-Est,Non,Non,Non,5043531.78,296408.88,45.53166112498567,-73.60743333341915
7855,{f8309a3a-1cd9-4a85-be2f-908ba58a3830},SDC,Commerce rue,2023/05/09,8125,boulevard,,Saint-Laurent,,8125 boulevard Saint-Laurent ,,H2P2M1,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,SDC Quartier Villeray,Centre-Est,Non,Non,Non,5044384.27,294513.51,45.53930673414964,-73.63171768927789
7865,{680d73c9-1095-4ee1-9f61-1f3a9032cb19},SDC,Commerce rue,2023/05/24,370,rue,,Jarry,E,370 rue Jarry E,,H2P1T9,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,SDC Quartier Villeray,Centre-Est,Non,Non,Non,5044688.85,294716.73,45.54205042228074,-73.62912178205484
8000,{864d7a5b-b6d2-48e9-a80b-13b7b8b32a36},HORS_SDC,Commerce rue,2023/05/09,35,rue,,Jean-Talon,O,35 rue Jean-Talon O,,H2R2W6,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,,Centre-Est,Non,Non,Non,5043842.58,295515.58,45.53444648789418,-73.61887616166906
8069,{caf033b8-776b-45e4-9d2d-b857e511aa2a},HORS_SDC,Commerce rue,2023/08/14,95,rue,,Jean-Talon,E,95 rue Jean-Talon E,2,H2R1S6,RC avec escaliers (4 marches et plus),,Proximed,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.groupeproxim.ca/fr/quebec/montreal/hong-phuc-nguyen-7003396?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Parc-Jarry,,Centre-Est,Non,Non,Non,5043981.11,295652.67,45.53569484417086,-73.61712349703731
8275,{c6cc5e41-d7dc-422a-be59-e4d360839ac3},HORS_SDC,Commerce rue,2023/08/14,7145,rue,,Saint-Denis,,7145 rue Saint-Denis ,,H2R2E3,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,,Centre-Est,Non,Non,Non,5044308.52,295857.15,45.53864365160344,-73.61451132847081
8302,{8f74c8b7-3c00-4803-a3fb-9b74e72cd5cf},HORS_SDC,Commerce rue,2023/05/09,8180,rue,,Saint-Hubert,,8180 rue Saint-Hubert ,,H2P1Z2,RC,,PHARMACIE HOAI BUU,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,cliniquesante.com,Non,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,,Centre-Est,Non,Non,Non,5045203.76,294824.31,45.54668530847521,-73.627754674758
8365,{dd7f1282-73a1-4ed4-88f0-7031260380d6},SDC,Commerce rue,2023/05/09,531,rue,,Jarry,E,531 rue Jarry E,,H2P1V4,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,SDC Quartier Villeray,Centre-Est,Non,Non,Non,5044869.07,294730.23,45.54367229947301,-73.62895261699481
8422,{2cd8d36f-6ec7-4932-8bb1-e7a315d7fc96},HORS_SDC,Commerce rue,2023/06/19,1275,rue,,Villeray,,1275 rue Villeray ,,H2R1J9,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,,Centre-Est,Non,Non,Non,5045305.24,295562.51,45.54760864192653,-73.61830288632798
8549,{aa57117b-abed-44b9-a5f3-a7de923aab61},HORS_SDC,Commerce rue,2023/08/14,1025,rue,,Jean-Talon,E,1025 rue Jean-Talon E,,H2R1V6,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,stores.pharmaprix.ca,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,,Centre-Est,Non,Non,Non,5044721.82,296011.59,45.54236463707085,-73.61254120490557
8576,{91817277-04f1-4de0-bc01-6cea9e5975a1},HORS_SDC,Commerce rue,2023/08/14,1465,rue,,Jean-Talon,E,1465 rue Jean-Talon E,,H2E1S8,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Villeray-Saint-Michel–Parc-Extension,Crémazie,,Centre-Est,Non,Non,Non,5045190.6,296314.08,45.546586634141605,-73.60867581176838
8719,{113eecc1-70ab-4ed2-9939-8a710aa55992},HORS_SDC,Commerce rue,2023/08/14,1674,rue,,Bélanger,,1674 rue Bélanger ,,H2G1B2,RC,,PHARMACIE CLINI PLUS,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Rosemont–La Petite-Patrie,Père-Marquette,,Centre-Est,Non,Non,Non,5045114.07,296700.9,45.54590259593712,-73.60372076943365
8720,{d85b1282-bbbe-4c5d-8c42-d01442eeb12e},HORS_SDC,Commerce rue,2023/08/14,6940,avenue,,Papineau,,6940 avenue Papineau ,,H2G2X7,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/montreal-6940-avenue-papineau-h2g-2x7/243/,Accès au niveau du sol,Non,,,Rosemont–La Petite-Patrie,Père-Marquette,,Centre-Est,Non,Non,Non,5045145.042208505,296717.49000629823,45.54618148739076,-73.60350882506427
8868,{a05f0265-20b5-47fb-8324-381841864f9d},HORS_SDC,Commerce rue,2023/08/14,1299,rue,,Beaubien,E,1299 rue Beaubien E,,H2G3B9,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,uniprix.com,Non,Non,,,Rosemont–La Petite-Patrie,Père-Marquette,,Centre-Est,Non,Oui,Oui,5044452.81,297003.96,45.53995580170735,-73.5998291733139
8991,{1151f43a-b7f5-4a10-83f3-661be3fda762},HORS_SDC,Commerce rue,2023/08/14,937,rue,,Saint-Zotique,E,937 rue Saint-Zotique E,,H2S2J7,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Rosemont–La Petite-Patrie,Père-Marquette,,Centre-Est,Non,Non,Non,5044302.57,296523.54,45.53859834645328,-73.60597836627456
9032,{5c954233-28df-4adb-9f98-ed4cd862e873},HORS_SDC,Commerce rue,2023/08/14,6461,avenue,,Christophe-Colomb,,6461 avenue Christophe-Colomb ,,H2S1T5,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Non,Non,,,Rosemont–La Petite-Patrie,Père-Marquette,,Centre-Est,Non,Non,Non,5044231.69,296898.93,45.53796490087752,-73.60117050425649
