,titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
26,Centre socioculturel de l'Île-Bizard,https://montreal.ca/lieux/centre-socioculturel-de-lile-bizard,"Le bâtiment abrite également la Direction de la culture, des sports, des loisirs et des relations avec les citoyens.Badminton libreHoraire des activités Badminton libre pour les 50 ans et plus Du lundi au vendredi : 13 h 30 à 16 h PickleballHoraire des activités Pickleball pour les 50 ans et plusDu lundi au mercredi : 8 h à 13 hJeudi et vendredi : 11 h 30 à 13 h 30Pour les réservations de salles, écrivez à loisirsibsg@montreal.ca.",2020-02-14,2023-09-13,L'Île-Bizard–Sainte-Geneviève,Culturels et communautaires,Centre culturel,"Pickleball,Badminton","Dépôt de piles ou cellulaires,Terrain de pickleball",,"Culture et sports,Organisation municipale",Ouvert, ,,,,numéro: 5146206141,,Centre socioculturel de l'Île-Bizard,"490, montée de l’Église",L’Île-Bizard,H9C1G9,Montréal,-73.882029,45.488345,274938.2,5038784.4
27,Centre culturel Georges-Vanier,https://montreal.ca/lieux/centre-culturel-georges-vanier,"L’édifice Georges-Vanier abrite l’organisme à but non lucratif Centre culturel Georges-Vanier, qui vise à promouvoir les pratiques artistiques et culturelles et les rendre accessibles à tous et toutes. Les activités du CCGV s’articulent autour de trois volets principaux : cours et ateliers, expositions et événements culturels.",2023-03-31,2024-02-01,Le Sud-Ouest,Culturels et communautaires,Centre culturel,,,,Culture et sports,Ouvert, ,,,,numéro: 5149312248,,Centre culturel Georges-Vanier,"2450, rue Workman",,H3J1L8,Montréal,-73.575081,45.483542,298930.7,5038182.4
28,Galerie d’Outremont,https://montreal.ca/lieux/galerie-doutremont,"L’équipe de la Maison de la culture de l’arrondissement d’Outremont propose gratuitement diverses expositions professionnelles ainsi que des activités de médiation, d’accompagnement et d’animation en arts visuels dans la Galerie d’Outremont.La Galerie d’Outremont fait partie du réseau des Maisons de la culture qui a pour mission d’assurer l’accès aux arts et à la culture au plus grand nombre de Montréalaises et Montréalais. La gestion de la Galerie d’Outremont est assurée par l’équipe de la Maison de la culture de l’arrondissement d’Outremont qui relève de la Division de la culture et de la bibliothèque de l’Arrondissement.CalendrierTrouvez quoi faire, quoi voir, quoi entendre. Concerts, spectacles, expositions ou conférences, dénichez votre prochaine sortie culturelle. Découvrez la programmation de la Maison de la culture de l’arrondissement d’Outremont, présentée dans divers lieux.Visites et ateliersL’équipe de la Maison de la culture de l’arrondissement d’Outremont offre gratuitement des visites animées et des ateliers de création en lien avec ses expositions à la Galerie d’Outremont. Consultez les prochaines activités disponibles.Programmation d’expositionsProgrammation 2024 de la Galerie d’OutremontProgrammation 2023 de la Galerie d’OutremontProgrammation 2022 de la Galerie d’OutremontProgrammation 2021 de la Galerie d’OutremontProgrammation 2020 de la Galerie d’OutremontMatériels éducatifsCahier pédagogique avril-mai 2023Plans et devis techniques",2019-08-22,2024-01-27,Outremont,Culturels et communautaires,Centre culturel,,"Air climatisé,Aire de pique-nique,Support à vélo,Wi-Fi gratuit","Adapté aux poussettes,Rampe d'accès,Stationnement accessible",Culture et sports,Ouvert," Horaires spéciaux pour le Projet de résidence de création [Vendredi, ouverture:13:00, fermeture:17:00,Samedi, ouverture:12:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]",Veuillez noter que la Galerie d’Outremont sera fermée : du 8 au 25 janvier 2024 inclusivement.,,,numéro: 5144957419,galerie.outremont@montreal.ca,Galerie d’Outremont,"41, avenue Saint-Just",,H2V4T7,Montréal,-73.608452,45.517934,296327.1,5042007.4
29,Bibliothèque de L'Île-Bizard,https://montreal.ca/lieux/bibliotheque-de-lile-bizard,"Services offertsAccès au photocopieurPrêt entre bibliothèques hors réseauPostes informatiques sur réservation par téléphone ou sur place.Réservation de documents pour toutes les personnes possédant un abonnement aux bibliothèques de Montréal.Abonnement à distance Émission des cartes Accès Montréal (se rendre au 350, Montée de l’Église, L’Île-Bizard) Consultation sur place des journauxPostes de consultation du catalogueSalle d’étude sur réservation par téléphone ou sur place.Collection de généalogie Prêt de jeux sur placePiano en libre-serviceProgrammes et activités pour tous les groupes d’âge.",2019-08-20,2024-01-24,L'Île-Bizard–Sainte-Geneviève,Culturels et communautaires,Bibliothèque,,,"Stationnement accessible,Toilettes accessibles",Culture et sports,Ouvert," Horaire régulier [Mardi, ouverture:10:00, fermeture:19:00,Mercredi, ouverture:10:00, fermeture:19:00,Jeudi, ouverture:10:00, fermeture:19:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:11:00, fermeture:16:00,Dimanche, ouverture:11:00, fermeture:16:00]","La bibliothèque sera fermée les jours suivants en 2024 : 31 mars, 1er avril, 20 mai, 24 juin, 1er juillet, 2 septembre, 14 octobre, du 24 au 26 décembre et du 31 décembre au 2 janvier 2025.",,,numéro: 5146206257,,Bibliothèque de L'Île-Bizard,"500, montée de l'Église",,H9C1G9,Montréal,-73.882303,45.488615,274916.9,5038814.5
30,Bibliothèque Robert-Bourassa,https://montreal.ca/lieux/bibliotheque-robert-bourassa,"Munie d’une aire d’accueil réaménagée en 2021 et d’un nouveau système automatisé de retour et de tri des documents (RFID), la bibliothèque Robert-Bourassa a aussi été rénovée avec le remplacement des revêtements en tapis et toutes ses surfaces intérieures repeintes. Le mobilier des sections adultes et jeunes ainsi que certains rayonnages des sections adolescents et jeunes ont été remplacés.La bibliothèque Robert-Bourassa dans l’arrondissement Outremont fait partie du réseau des 45 Bibliothèques de Montréal. À la bibliothèque d’Outremont, empruntez gratuitement des livres, livres parlants, magazines, jeux vidéo, DVD, jeux de société, instruments de musique et autres documents.Vous avez également accès à une salle fermée pour le travail d’équipe (gratuit), un parc informatique d’ordinateurs (gratuit, avec réservation sur place) et à deux appareils multifonctionnels qui servent de à la fois de photocopieurs ($), imprimantes ($) et numériseurs (gratuit). Une nouveauté 2023 : un piano numérique est disponible avec la carte de bibliothèque pour jouer sur place, en solo ou en duo.Trois bornes de prêt en libre-service sont aussi à votre disposition : une à l’entrée de la bibliothèque, une autre à la section jeunes (rez-de-chaussée) et l’autre à la section adultes (dernier étage).Renseignements et réservations :Pour des informations supplémentaires, de l’aide avec les services de la bibliothèque ou des questions de référence :Téléphone : 514 495-6208Courriel : bibli.outremont@montreal.caSuivez la bibliothèque sur Facebook et sur Instagram.Inscrivez-vous à l’infolettre mensuelle de la bibliothèque pour connaître les activités offertes à petits et grands.Pour emprunter des livres numériques (offerts en mode lecture ou audio), consulter des bases de données de journaux et revues ou suivre des cours de langue, visitez la Bibliothèque numérique des Bibliothèques de Montréal (gratuit pour les personnes abonnées).",2019-08-20,2024-01-12,Outremont,Culturels et communautaires,Bibliothèque,,"Air climatisé,Aire de pique-nique,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Accessible en fauteuil roulant avec assistance,Adapté aux poussettes,Ascenseur,Rampe d'accès,Toilettes accessibles",Culture et sports,Ouvert," Horaire régulier [Lundi, ouverture:12:00, fermeture:20:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:12:00, fermeture:20:00,Vendredi, ouverture:12:00, fermeture:20:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","La section jeunes ferme à 16 h 45 le samedi et le dimanche / Bibliothèque fermée : 29, mars, 31 mars et 1er avril, 20 mai, 24 juin et 1er juillet 2024",,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5144956208,bibli.outremont@montreal.ca,Bibliothèque Robert-Bourassa,"41, avenue Saint-Just",,H2V4T7,Montréal,-73.608452,45.517934,296327.1,5042007.4
31,Bibliothèque L'Octogone,https://montreal.ca/lieux/bibliotheque-loctogone,"Travaux d’aménagement à finaliserPrenez note que des travaux sont à finaliser à l’extérieur du bâtiment : aménagement paysager, revêtement extérieur et terrasse sur le toit. Obtenez plus de renseignements sur le projet d’agrandissement de la bibliothèque L’Octogone.Carte Accès-services LaSalleLe service est offert à la bibliothèque.PrêtsVous pouvez renouveler vos prêts par téléphone ou par l’entremise du catalogue en ligne, si les documents ne sont pas réservés et que votre dossier est en règle. Merci d’utiliser les chutes de retour lorsque la bibliothèque est fermée.",2019-08-20,2024-01-08,LaSalle,Culturels et communautaires,Bibliothèque,,"Air climatisé,Stationnement gratuit,Support à vélo,Wi-Fi gratuit","Adapté aux poussettes,Entrée de plain-pied,Stationnement accessible,Zone de débarcadère",Culture et sports,Ouvert," Horaire régulier [Lundi, ouverture:10:00, fermeture:21:00,Mardi, ouverture:10:00, fermeture:21:00,Mercredi, ouverture:10:00, fermeture:21:00,Jeudi, ouverture:10:00, fermeture:21:00,Vendredi, ouverture:10:00, fermeture:17:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",La chute de retour de documents est accessible par l'entrée du stationnement située à l’angle des rues Salley et F.-X.-Prieur.,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5143676376,adultesoctogone@montreal.ca,Bibliothèque L'Octogone,"1080, avenue Dollard",,H8N2T9,Montréal,-73.62360413783053,45.42424326338707,295127.4,5031597.3
32,Bibliothèque de Saint-Pierre,https://montreal.ca/lieux/bibliotheque-de-saint-pierre,"Nos prêts et services les plus courantsVous avez accès à plusieurs services : prêt de livres, de bandes dessinées, de disques compacts, de DVD, de jeux vidéos, de magazines, de jeux de société, etc. Des journaux sont disponibles sur place. Nos prêts qui se démarquentPour les abonnés adultesDes prêts-surprisesIndécis ou tout simplement curieux? Empruntez des livres emballés sur différentes thématiques et découvrez-les dans le confort de votre foyer.Des lecteurs MP3Des sacs cocooning (dix livres, activités et surprises)Des laissez-passer pour des musées montréalaisPour les jeunes abonnés (14 ans et moins)Des valises à lireExplorez les différentes valises de 3 à 5 documents couvrant chacune une thématique. Réservez-les en ligne ou en communiquant avec nous par téléphone ou courriel. Des sacs-surprisesNous préparons soigneusement des sacs qui cachent des livres et magazines par groupes d’âge (3-4 ans, 5-7 ans et 8-9 ans).Nos services à découvrirLe Biblio-Maison pour les personnes aînées ou à mobilité réduiteL’émission de la carte Accès Loisirs LachineUne naissance un livreEn abonnant votre bébé de moins d’un an, vous recevrez une trousse de bébé-lecteurPour jeunes seulementUn comité ado pour les 12 à 16 ans qui souhaite faire du bénévolat dans nos locauxUn Club de lecture d’été TD, participez aux activités de cette chouette aventure littéraire estivale",2019-08-20,2024-01-09,Lachine,Culturels et communautaires,Bibliothèque,,"Fontaine d'eau potable,Toilettes,Wi-Fi gratuit",,Culture et sports,Ouvert," Horaire d'été [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:21:00,Mercredi, ouverture:13:00, fermeture:21:00,Jeudi, ouverture:13:00, fermeture:21:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00]","Fermé lors des jours fériés.,De la fin juin jusqu'à la fin août. Fermé lors des journées fériées.",,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148721112,info.bibliolachine@montreal.ca,Bibliothèque de Saint-Pierre,"183, rue des Érables",,H8R1B1,Montréal,-73.651947,45.445958,292913.9,5034014.2
33,Bibliothèque Yves-Ryan,https://montreal.ca/lieux/bibliotheque-yves-ryan,"On peut consulter, sur rendez-vous, le Centre d’histoire et de généalogie de Montréal-Nord et le Fonds d’archives Yves-Ryan (1963 à 2001). Tél: 514 328-4000, poste 4135 (section des adultes) ou 514 328-4000, poste 4238 (section des jeunes)Pour s’inscrire aux activités des bibliothèques de Montréal-Nord : lepointdevente.com/mtlnord, en personne ou par téléphone un mois avant l’activité.",2019-08-20,2023-09-06,Montréal-Nord,Culturels et communautaires,Bibliothèque,,Dépôt de piles ou cellulaires,,Culture et sports,Ouvert," Horaire automne (2 septembre au 31 décembre) [Lundi, ouverture:10:00, fermeture:20:00,Mardi, ouverture:09:00, fermeture:20:00,Mercredi, ouverture:09:00, fermeture:20:00,Jeudi, ouverture:09:00, fermeture:20:00,Vendredi, ouverture:09:00, fermeture:13:00,Samedi, ouverture:12:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","Fermé les 7, 9 et 10 avril ainsi que le 22 mai.,Fermé les jours fériés suivants : 24 juin et 1er juillet.Fermé les samedis et dimanches.,La bibliothèque sera fermée les jours fériés suivants : 4 septembre, 9 octobre, 24, 25, 26 et 31 décembre 2023, ainsi que les 1er et 2 janvier 2024. Du 27 au 30 décembre, la bibliothèque sera ouverte de 11 h à 16 h.",,,numéro: 5143284000,,Bibliothèque Yves-Ryan,"4740, rue de Charleroi",,H1H1V2,Montréal,-73.631285,45.596396,294557.6,5050729.7
34,Bibliothèque Saint-Henri,https://montreal.ca/lieux/bibliotheque-saint-henri,"La collection est distribuée autour d’un agora qui forme le cœur de la bibliothèque. La bibliothèque Saint-Henri compte de nombreuses places assises, des tables de travail, quatre postes informatiques pour les adultes et quatre pour les enfants, des salles de travail et une salle d’animation.Collections Livres adultes en français et en anglaisLivres jeunes en français et en anglaisDVD, Blue-Ray, CD de musique, jeux vidéoLivres en gros caractèresTrousses technologiquesTrousses sensoriellesServicesSoutien numériqueAccès à des ordinateursActivités de médiation, de formation et animations sur placePrêt de tablettes numériques (sur place)Prêt de trousses sensoriellesPrêt de trousses technologiquesPrêt de capteurs de dioxyde de carbone Bibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfant, pour adulte, par thématique, il y en aura pour tous les goûts 7 jours sur 7, 24 heures sur 24! En savoir plusSuivez nous sur Facebook À ne pas manquer (Activités) Découvrez nos activités et événements dans notre calendrier plus bas et dans la programmation.",2019-08-20,2024-01-03,Le Sud-Ouest,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Entrée de plain-pied,Équipement adapté",Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","La bibliothèque sera fermée les jours fériés suivants : 31 mars, 1er avril, 20 mai, 24 juin, 1er juillet, 2 septembre, 14 octobre, du 24 au 26 décembre et du 31 décembre au 2 janvier 2025.",,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148722879,,Bibliothèque Saint-Henri,"4707, rue Notre-Dame Ouest",,H4C1S9,Montréal,-73.589737,45.472526,297783.6,5036959.4
35,Bibliothèque Mordecai-Richler,https://montreal.ca/lieux/bibliotheque-mordecai-richler,"La bibliothèque du Mile End occupe l’ancienne église Church of the Ascension construite en 1910. En 2015, elle a été renommée bibliothèque Mordecai-Richler en hommage à l’auteur montréalais de renommée internationale, deux fois récipiendaire du prix du Gouverneur général (1968 et 1971). Elle possède une grande collection de documents, dont d’importantes collections de romans, de bandes dessinées et de livres pour les enfants, une ruche d’art, une salle d’animation ainsi que des postes informatiques en accès libre.Ruche d’artLa ruche d’art est un charmant petit espace ouvert à toute la population pour découvrir le plaisir de créer, de s’amuser et de partager son savoir-faire. Venez et revenez faire de l’artisanat, des arts visuels, du bricolage, du tricot, de la couture et plus encore!Bibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfant, pour adulte, par thématique, il y en aura pour tous les goûts 7 jours sur 7, 24 heures sur 24! En savoir plusAccessibilitéLa bibliothèque possède des documents en format adaptés, incluant des livres en gros caractères, en format numérique EPUB ou MP3 et des DVD avec audiodescription ou sous-titres;Prêt de fauteuil roulant sur place;Le service Biblio-courrier est accessible pour tous les résidents ayant une limitation fonctionnelle;Chutes à livres extérieures disponibles;Présence de 2 vélos-pupitres pour enfants;Stationnement réservé en face de la bibliothèque;Pour tous les services accessibles, demandez la brochure Des Bibliothèques pour tous faite en partenariat avec l’organisme Kéroul (voici d’ailleurs l‹analyse faite par Kéroul en 2019 de la bibliothèque Mordecai-Richler).Salle de travail d’équipeLes usagers de la bibliothèque Mordecai-Richler peuvent utiliser et réserver notre salle de travail d’équipe. Ce bel espace est aussi utilisé comme salle de lecture ouverte à tous pendant certaines périodes de la semaine.Il est nécessaire d’être abonné(e) aux Bibliothèques de Montréal pour utiliser la salle. Pour en savoir plus ou effectuer une réservation, téléphonez au 514 872-2141 ou venez nous voir directement sur place.Prêt d’équipement de plein airIl est possible d’emprunter raquettes, luges, crampons et bâtons de marche à la bibliothèque. Consultez le catalogue pour connaître l’inventaire.Vous trouverez également de nombreux renseignements sur la bibliothèque sur la page Facebook des Biblios du Plateau.Inscrivez-vous également à l’infolettre culturelle de l’arrondissement.",2019-08-20,2024-01-12,Le Plateau-Mont-Royal,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit",Ascenseur,Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:12:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148722141,biblio_pmr@montreal.ca,Bibliothèque Mordecai-Richler,"5434, avenue du Parc",,H2V4G7,Montréal,-73.601661,45.521642,296858.2,5042418.8
36,Bibliothèque Marc-Favreau,https://montreal.ca/lieux/bibliotheque-marc-favreau,"Inaugurée en 2013, la bibliothèque a été nommée en hommage au comédien Marc Favreau, qui a marqué le paysage artistique du Québec et de la francophonie par l’incarnation de son personnage de Sol, un clown attachant et volubile dont le discours est truffé de calembours qui font rire et réfléchir. Ce personnage et son univers ont influencé le style architectural de la bibliothèque.Empruntez et consultez gratuitement des livres (en français et anglais), des trousses thématiques de lecture et plusieurs autres documents (magazines, journaux, films, musique, jeux de société et jeux vidéo).Le catalogue Nelligan découverte vous permet d’accéder aux ressources documentaires du réseau des bibliothèques de Montréal. Vous pouvez, entre autres, chercher un document, en connaître la disponibilité et le réserver, ainsi que renouveler vos prêts depuis la maison grâce à votre dossier en ligne. Les collections numériques demeurent disponibles en tout temps via la plateforme bibliothèque numérique. Vous trouverez également de nombreux renseignements sur les bibliothèques et les services sur la page web des bibliothèques.Carte Accès MontréalVeuillez noter qu’il est actuellement impossible d’obtenir ou de renouveler une carte Accès Montréal dans les bibliothèques. Pour en savoir plus, cliquez ici.ParticularitésProfitez du service de prêt de trousses de tricot. Découvrez différents savoir-faire à la Créasphère, un espace dédié à la création et au développement de compétences (couture, informatique, etc.)Vos bibliothèques de quartier en imagesSavez-vous que l’arrondissement compte trois bibliothèques? Elles vous offrent des espaces de vie bouillonnants pour apprendre, découvrir, faire des rencontres et bien plus encore.Visionnez la vidéo",2019-08-20,2024-01-10,Rosemont–La Petite-Patrie,Culturels et communautaires,Bibliothèque,,"Air climatisé,Produits menstruels gratuits,Fontaine d'eau potable,Machine distributrice,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Rampe d'accès",Culture et sports,Ouvert," Horaire régulier [Lundi, ouverture:10:00, fermeture:19:00,Mardi, ouverture:10:00, fermeture:19:00,Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:13:00, fermeture:20:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,,numéro: 5148727272,bibliotheque.marc-favreau@montreal.ca,Bibliothèque Marc-Favreau,"500, boulevard Rosemont",,H2S0C4,Montréal,-73.595735,45.531723,297322.5,5043538.5
37,Bibliothèque Henri-Bourassa,https://montreal.ca/lieux/bibliotheque-henri-bourassa,"Elle offre des collections variées de documents, des postes informatiques et de nombreuses activités pour tous les goûts et tous les âges.Tél: 514 328-4000, poste 4125 (section des adultes) ou 514 328-4000, poste 4134 (section des jeunes)Pour s’inscrire aux activités offertes par les bibliothèques de Montréal-Nord : lepointdevente.com/mtlnord, en personne ou par téléphone un mois avant l’activité.",2019-08-20,2023-09-06,Montréal-Nord,Culturels et communautaires,Bibliothèque,,Dépôt de piles ou cellulaires,,Culture et sports,Ouvert," Horaire automne (2 septembre au 31 décembre) [Lundi, ouverture:10:00, fermeture:20:00,Mardi, ouverture:09:00, fermeture:20:00,Mercredi, ouverture:09:00, fermeture:20:00,Jeudi, ouverture:09:00, fermeture:20:00,Vendredi, ouverture:09:00, fermeture:17:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","Fermé les 1er et 2 janvier, 7, 9 et 10 avril et 22 mai.,Fermé les jours fériés suivants : 24 juin et 1er juillet.,La bibliothèque sera fermée les jours fériés suivants : 4 septembre, 9 octobre, 24, 25, 26 et 31 décembre 2023, ainsi que les 1er et 2 janvier 2024. Du 27 au 30 décembre, la bibliothèque sera ouverte de 11 h à 16 h.",,,numéro: 5143284000 extension: 4125,,Bibliothèque Henri-Bourassa,"5400, boulevard Henri-Bourassa Est",,H1G2S9,Montréal,-73.625023,45.604607,295047.5,5051641.4
38,Bibliothèque Réjean-Ducharme,https://montreal.ca/lieux/bibliotheque-rejean-ducharme,"Réjean Ducharme vivait dans le quartier de la Petite-Bourgogne, depuis 1992, où se situe la bibliothèque qui porte désormais son nom. Dès son plus jeune âge, il fréquente assidûment les bibliothèques publiques et a toujours le nez plongé dans les livres, même à bicyclette. Toute son œuvre est d’ailleurs traversée par les figures des lecteurs, des livres, des mots et des dictionnaires.Cette bibliothèque centenaire est la première bibliothèque publique de langue française construite au Canada et la plus ancienne succursale toujours en service sur le territoire de la Ville de Montréal.  D’importantes rénovations au bâtiment ont eu lieu en 2004. Certains éléments architecturaux de l’époque tels que les inscriptions sur les façades rappellent le riche passé de cette institution.Lire le communiquéVisionnez la vidéo de l’inauguration du nouveau toponyme.Pour en savoir plus sur l’histoire de Réjean Ducharme.Découvrez nos activités et événements dans notre calendrier plus bas et dans la programmation.ServicesPrêt d’instruments de musiquePrêt de capteurs de dioxyde de carbone Obtenir des semences et emprunter des outils de jardinage",2019-08-20,2024-01-03,Le Sud-Ouest,Culturels et communautaires,Bibliothèque,,,,Culture et sports,Ouvert," Horaire [Lundi, ouverture:12:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","La bibliothèque sera fermée les jours fériés suivants : 31 mars, 1er avril, 20 mai, 24 juin, 1er juillet, 2 septembre, 14 octobre, du 24 au 26 décembre et du 31 décembre au 2 janvier 2025.",,,numéro: 5148722001,,Bibliothèque Réjean-Ducharme,"2450, rue Workman",,H3J1L8,Montréal,-73.575096,45.48358,298929.5,5038186.6
39,Bibliothèque du Haut-Anjou,https://montreal.ca/lieux/bibliotheque-du-haut-anjou,"Nouveau serviceRécupération de lunettes d’ordonnanceFaites don de vos lunettes d’ordonnance usagées dans les deux bibliothèques d’Anjou. En collaboration avec l’organisme Terre sans frontières, une fois nettoyées, analysées et classées, elles permettront de faire des interventions en santé visuelle auprès de populations ayant un accès limité à ce type de soins.La bibliothèque du Haut-Anjou dessert tout particulièrement les citoyens du secteur nord d’Anjou.Accès aux collections et à l’aide aux lecteursPlus de 130 000 documents : livres, DVD, CD, magazines, journaux, jeux de société, jeux vidéo;Accès à plus de 4 millions de documents du réseau des bibliothèques de Montréal par le biais du service de réservations. Les bibliothécaires spécialisées en recherche peuvent vous aider à :rechercher et identifier des documents qui répondent à vos besoins;rechercher de l’information sur un sujet précis;utiliser les ressources numériques;compléter une demande de prêts entre bibliothèques;utiliser les équipements de la bibliothèque;vous initier aux services et à la recherche en bibliothèque. Postes informatiques publics et accès au Wi-FiDes postes informatiques publics pour les adultes et les jeunes;Possibilité de réservations pour un maximum de 2 heures par jour;Accès aux imprimantes (couleur : 0,25 $ par feuille; noir et blanc : 0,10 $ par feuille) et aux numériseurs;Accès au Wi-FiSur placeAccès aux tables et places assises pour le travail ou le loisir;Collection des jeux de société.Surveillez la vitrine d’événements et la page Facebook Culture et Bibliothèques d’Anjou pour connaître les activités offertes.Programme « Une naissance, un livre » Vous êtes le parent d’un enfant de 1 an ou moins? Abonnez-le à la bibliothèque et recevez une trousse de bébé-lecteur contenant un livre, un guide d’accompagnement à la lecture en famille et d’autres belles surprises! Vous offrirez ainsi à votre enfant le plus beau des cadeaux : le goût des livres et de la lecture.",2019-08-20,2024-01-03,Anjou,Culturels et communautaires,Bibliothèque,,"Air climatisé,Toilettes",,Culture et sports,Ouvert," Horaire d'été [Lundi, ouverture:12:00, fermeture:20:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]","Du 9 septembre 2023 au 31 mai 2024,Du 3 juin au 26 août 2023",,,numéro: 5144938271,bibliotheque.jean.corbeil@montreal.ca,Bibliothèque du Haut-Anjou,"7070, rue Jarry Est",,H1J1G4,Montréal,-73.575707,45.601156,298894.1,5051253.1
